Species,MaternalLine,SeedlingID,InoculationDate,ScoringDate,Flecking,Chlorosis,Necrosis,ActiveSpores,Coverage,ImmuneResponse
Melaleuca quinquenervia,NSW1078653,509,3/02/2026,24/02/2026,Y,N,Y,R,45,R
Melaleuca quinquenervia,NSW1078653,511,3/02/2026,24/02/2026,N,N,Y,R,26,R
Melaleuca quinquenervia,NSW1078653,512,3/02/2026,24/02/2026,N,N,N,Mix,70,R
Melaleuca quinquenervia,NSW1078653,514,3/02/2026,24/02/2026,N,Y,Y,UR,29,HR
Melaleuca quinquenervia,NSW1078653,515,3/02/2026,24/02/2026,Y,N,N,N,97,HR
Melaleuca quinquenervia,NSW1078653,516,3/02/2026,24/02/2026,N,N,N,UR,61,HR
Melaleuca quinquenervia,NSW1078654,517,3/02/2026,24/02/2026,Y,Y,Y,UR,93,MS
Melaleuca quinquenervia,NSW1078654,518,3/02/2026,24/02/2026,N,Y,Y,R,68,R
Melaleuca quinquenervia,NSW1078654,519,3/02/2026,24/02/2026,N,Y,Y,R,93,MS
Melaleuca quinquenervia,NSW1078654,520,3/02/2026,24/02/2026,N,N,N,R,65,R
Melaleuca quinquenervia,NSW1078654,522,3/02/2026,24/02/2026,Y,N,Y,R,95,R
Melaleuca quinquenervia,NSW1078654,523,3/02/2026,24/02/2026,N,Y,Y,Mix,66,HR
Melaleuca quinquenervia,NSW1078654,524,3/02/2026,24/02/2026,N,N,Y,UR,54,HR
Melaleuca quinquenervia,NSW1078654,525,3/02/2026,24/02/2026,N,Y,N,UR,11,HR
Melaleuca quinquenervia,NSW1078654,528,3/02/2026,24/02/2026,N,Y,N,Mix,87,MS
Melaleuca quinquenervia,NSW1078656,529,3/02/2026,24/02/2026,N,Y,N,Mix,14,R
Melaleuca quinquenervia,NSW1078656,530,3/02/2026,24/02/2026,Y,Y,N,R,29,MS
Melaleuca quinquenervia,NSW1078656,533,3/02/2026,24/02/2026,N,N,N,Mix,98,MS
Melaleuca quinquenervia,NSW1078656,534,3/02/2026,24/02/2026,N,Y,N,R,84,R
Melaleuca quinquenervia,NSW1078656,535,3/02/2026,24/02/2026,N,Y,Y,N,73,MS
Melaleuca quinquenervia,NSW1078656,537,3/02/2026,24/02/2026,N,N,Y,N,38,HR
Melaleuca quinquenervia,NSW1078657,541,3/02/2026,24/02/2026,Y,Y,Y,R,54,MS
Melaleuca quinquenervia,NSW1078657,542,3/02/2026,24/02/2026,N,Y,Y,Mix,82,R
Melaleuca quinquenervia,NSW1078657,544,3/02/2026,24/02/2026,Y,N,Y,Mix,50,MS
Melaleuca quinquenervia,NSW1078657,545,3/02/2026,24/02/2026,Y,N,N,UR,45,S
Melaleuca quinquenervia,NSW1078657,547,3/02/2026,24/02/2026,N,N,N,R,92,R
Melaleuca quinquenervia,NSW1078657,550,3/02/2026,24/02/2026,N,Y,N,R,64,R
Melaleuca quinquenervia,NSW1078657,552,3/02/2026,24/02/2026,Y,N,N,N,62,R
Melaleuca quinquenervia,NSW1078658,555,3/02/2026,24/02/2026,Y,N,Y,UR,87,HR
Melaleuca quinquenervia,NSW1078658,557,3/02/2026,24/02/2026,Y,N,Y,UR,38,HR
Melaleuca quinquenervia,NSW1078658,559,3/02/2026,24/02/2026,Y,N,N,R,64,HR
Melaleuca quinquenervia,NSW1078658,560,3/02/2026,24/02/2026,Y,N,Y,R,92,MS
Melaleuca quinquenervia,NSW1078658,563,3/02/2026,24/02/2026,Y,N,Y,N,57,R
Melaleuca quinquenervia,NSW1078658,564,3/02/2026,24/02/2026,N,Y,N,R,0,MS
Melaleuca quinquenervia,NSW1078660,565,3/02/2026,24/02/2026,Y,Y,Y,UR,29,HR
Melaleuca quinquenervia,NSW1078660,567,3/02/2026,24/02/2026,N,N,N,N,68,MS
Melaleuca quinquenervia,NSW1078660,572,3/02/2026,24/02/2026,Y,N,Y,UR,67,R
Melaleuca quinquenervia,NSW1078660,574,3/02/2026,24/02/2026,Y,Y,Y,N,90,MS
Melaleuca quinquenervia,NSW1078662,577,3/02/2026,24/02/2026,Y,N,N,UR,50,S
Melaleuca quinquenervia,NSW1078662,579,3/02/2026,24/02/2026,N,Y,Y,Mix,42,R
Melaleuca quinquenervia,NSW1078662,581,3/02/2026,24/02/2026,N,N,N,N,86,R
Melaleuca quinquenervia,NSW1078662,583,3/02/2026,24/02/2026,Y,Y,Y,R,68,R
Melaleuca quinquenervia,NSW1078662,585,3/02/2026,24/02/2026,N,N,Y,N,1,HR
Melaleuca quinquenervia,NSW1078662,587,3/02/2026,24/02/2026,N,Y,Y,R,45,HR
Melaleuca quinquenervia,NSW1075721,590,3/02/2026,24/02/2026,N,Y,Y,R,53,HR
Melaleuca quinquenervia,NSW1078662,591,3/02/2026,24/02/2026,N,N,N,UR,8,MS
Melaleuca quinquenervia,NSW1078662,597,3/02/2026,24/02/2026,N,N,Y,Mix,47,R
Melaleuca quinquenervia,NSW1078662,599,3/02/2026,24/02/2026,Y,N,Y,Mix,14,MS
Melaleuca quinquenervia,NSW1078713,611,3/02/2026,24/02/2026,N,N,N,N,9,MS
Melaleuca quinquenervia,NSW1079653,622,3/02/2026,24/02/2026,N,N,Y,N,69,R
Melaleuca quinquenervia,NSW1079654,625,3/02/2026,24/02/2026,Y,Y,N,N,100,MS
Melaleuca quinquenervia,NSW1079654,626,3/02/2026,24/02/2026,Y,Y,N,Mix,56,HR
Melaleuca quinquenervia,NSW1079654,627,3/02/2026,24/02/2026,Y,Y,Y,UR,30,MS
Melaleuca quinquenervia,NSW1079654,628,3/02/2026,24/02/2026,N,N,N,N,43,R
Melaleuca quinquenervia,NSW1079654,629,3/02/2026,24/02/2026,N,N,Y,R,98,MS
Melaleuca quinquenervia,NSW1079654,630,3/02/2026,24/02/2026,N,Y,Y,Mix,6,S
Melaleuca quinquenervia,NSW1079654,631,3/02/2026,24/02/2026,N,N,Y,Mix,33,R
Melaleuca quinquenervia,NSW1079654,635,3/02/2026,24/02/2026,N,N,N,UR,53,R
Melaleuca quinquenervia,NSW1079654,636,3/02/2026,24/02/2026,Y,Y,Y,R,53,R
Melaleuca quinquenervia,NSW1079658,637,3/02/2026,24/02/2026,N,N,Y,Mix,66,HR
Melaleuca quinquenervia,NSW1079658,638,3/02/2026,24/02/2026,Y,Y,N,N,4,HR
Melaleuca quinquenervia,NSW1079658,640,3/02/2026,24/02/2026,N,N,N,R,20,HR
Melaleuca quinquenervia,NSW1079658,641,3/02/2026,24/02/2026,N,N,N,R,14,MS
Melaleuca quinquenervia,NSW1079658,642,3/02/2026,24/02/2026,N,N,N,N,33,R
Melaleuca quinquenervia,NSW1079658,644,3/02/2026,24/02/2026,N,Y,Y,N,86,MS
Melaleuca quinquenervia,NSW1079658,645,3/02/2026,24/02/2026,N,Y,N,Mix,99,HR
Melaleuca quinquenervia,NSW1079658,646,3/02/2026,24/02/2026,Y,Y,N,UR,62,MS
Melaleuca quinquenervia,NSW1079658,648,3/02/2026,24/02/2026,N,Y,N,N,0,R
Melaleuca quinquenervia,NSW1079670,649,3/02/2026,24/02/2026,Y,N,Y,R,3,MS
Melaleuca quinquenervia,NSW1079670,650,3/02/2026,24/02/2026,N,N,Y,R,61,S
Melaleuca quinquenervia,NSW1079670,651,3/02/2026,24/02/2026,N,N,N,UR,73,R
Melaleuca quinquenervia,NSW1079670,652,3/02/2026,24/02/2026,Y,N,N,Mix,86,R
Melaleuca quinquenervia,NSW1079670,653,3/02/2026,24/02/2026,N,N,Y,UR,91,R
Melaleuca quinquenervia,NSW1079670,654,3/02/2026,24/02/2026,Y,Y,N,R,64,HR
Melaleuca quinquenervia,NSW1079670,656,3/02/2026,24/02/2026,Y,Y,N,N,67,HR
Melaleuca quinquenervia,NSW1079670,657,3/02/2026,24/02/2026,Y,Y,Y,R,29,HR
Melaleuca quinquenervia,NSW1079670,658,3/02/2026,24/02/2026,Y,Y,Y,R,46,MS
Melaleuca quinquenervia,NSW1079670,659,3/02/2026,24/02/2026,N,N,N,UR,100,R
Melaleuca quinquenervia,NSW1079671,662,3/02/2026,24/02/2026,N,N,N,R,72,MS
Melaleuca quinquenervia,NSW1079671,665,3/02/2026,24/02/2026,Y,N,N,Mix,1,R
Melaleuca quinquenervia,NSW1079672,673,3/02/2026,24/02/2026,N,N,Y,UR,4,R
Melaleuca quinquenervia,NSW1079672,674,3/02/2026,24/02/2026,N,Y,N,Mix,82,HR
Melaleuca quinquenervia,NSW1079672,679,3/02/2026,24/02/2026,N,N,Y,UR,90,HR
Melaleuca quinquenervia,NSW1079672,683,3/02/2026,24/02/2026,N,N,Y,UR,30,HR
Melaleuca quinquenervia,NSW1079675,685,3/02/2026,24/02/2026,Y,N,N,Mix,17,MS
Melaleuca quinquenervia,NSW1079675,686,3/02/2026,24/02/2026,N,N,N,N,71,R
Melaleuca quinquenervia,NSW1079675,687,3/02/2026,24/02/2026,N,Y,Y,Mix,99,MS
Melaleuca quinquenervia,NSW1079675,692,3/02/2026,24/02/2026,Y,Y,N,N,25,MS
Melaleuca quinquenervia,NSW1079675,694,3/02/2026,24/02/2026,N,N,N,R,28,R
Melaleuca quinquenervia,NSW1079675,695,3/02/2026,24/02/2026,N,N,Y,N,40,MS
Melaleuca quinquenervia,NSW1079675,696,3/02/2026,24/02/2026,Y,N,N,Mix,81,HR
Melaleuca quinquenervia,NSW1079677,697,3/02/2026,24/02/2026,Y,Y,N,N,22,MS
Melaleuca quinquenervia,NSW1079677,698,3/02/2026,24/02/2026,N,N,N,UR,54,R
Melaleuca quinquenervia,NSW1079677,699,3/02/2026,24/02/2026,N,N,Y,Mix,3,MS
Melaleuca quinquenervia,NSW1079677,700,3/02/2026,24/02/2026,Y,N,N,Mix,87,S
Melaleuca quinquenervia,NSW1079677,701,3/02/2026,24/02/2026,N,Y,N,Mix,98,R
Melaleuca quinquenervia,NSW1079677,702,3/02/2026,24/02/2026,Y,N,Y,N,73,R
Melaleuca quinquenervia,NSW1079677,703,3/02/2026,24/02/2026,Y,N,Y,R,62,R
Melaleuca quinquenervia,NSW1079677,704,3/02/2026,24/02/2026,Y,N,Y,R,86,HR
Melaleuca quinquenervia,NSW1079677,706,3/02/2026,24/02/2026,Y,Y,N,N,31,HR
Melaleuca quinquenervia,NSW1079677,707,3/02/2026,24/02/2026,Y,N,Y,Mix,74,HR
Melaleuca quinquenervia,NSW1079680,709,3/02/2026,24/02/2026,Y,N,N,Mix,79,MS
Melaleuca quinquenervia,NSW1079680,711,3/02/2026,24/02/2026,N,N,N,UR,66,R
Melaleuca quinquenervia,NSW1079680,712,3/02/2026,24/02/2026,Y,Y,N,Mix,33,MS
Melaleuca quinquenervia,NSW1079680,713,3/02/2026,24/02/2026,Y,N,Y,Mix,57,HR
Melaleuca quinquenervia,NSW1079680,714,3/02/2026,24/02/2026,N,Y,N,UR,28,MS
Melaleuca quinquenervia,NSW1079680,716,3/02/2026,24/02/2026,N,Y,Y,N,3,R
Melaleuca quinquenervia,NSW1079680,717,3/02/2026,24/02/2026,Y,N,N,Mix,35,MS
Melaleuca quinquenervia,NSW1079680,718,3/02/2026,24/02/2026,Y,N,Y,Mix,46,S
Melaleuca quinquenervia,NSW1079681,726,3/02/2026,24/02/2026,N,Y,Y,R,23,R
Melaleuca quinquenervia,NSW1079681,732,3/02/2026,24/02/2026,N,N,Y,N,1,R
Melaleuca quinquenervia,NSW1079682,733,3/02/2026,24/02/2026,Y,N,N,R,11,R
Melaleuca quinquenervia,NSW1079682,734,3/02/2026,24/02/2026,Y,N,Y,Mix,68,HR
Melaleuca quinquenervia,NSW1079682,735,3/02/2026,24/02/2026,N,Y,N,Mix,99,HR
Melaleuca quinquenervia,NSW1079682,736,3/02/2026,24/02/2026,N,N,Y,R,6,HR
Melaleuca quinquenervia,NSW1079682,737,3/02/2026,24/02/2026,Y,N,N,R,69,MS
Melaleuca quinquenervia,NSW1079682,738,3/02/2026,24/02/2026,Y,Y,Y,UR,66,R
Melaleuca quinquenervia,NSW1079682,740,3/02/2026,24/02/2026,N,Y,N,Mix,59,MS
Melaleuca quinquenervia,NSW1079682,741,3/02/2026,24/02/2026,Y,Y,N,N,64,MS
Melaleuca quinquenervia,NSW1079682,742,3/02/2026,24/02/2026,N,Y,Y,Mix,82,R
Melaleuca quinquenervia,NSW1079682,743,3/02/2026,24/02/2026,Y,Y,Y,R,70,MS
Melaleuca quinquenervia,NSW1079686,748,3/02/2026,24/02/2026,N,N,N,Mix,98,HR
Melaleuca quinquenervia,NSW1079687,757,3/02/2026,24/02/2026,Y,N,N,N,41,MS
Melaleuca quinquenervia,NSW1079687,758,3/02/2026,24/02/2026,N,Y,Y,UR,85,R
Melaleuca quinquenervia,NSW1079687,762,3/02/2026,24/02/2026,Y,Y,N,R,57,MS
Melaleuca quinquenervia,NSW1079687,764,3/02/2026,24/02/2026,Y,Y,Y,UR,68,S
Melaleuca quinquenervia,NSW1079687,765,3/02/2026,24/02/2026,N,Y,Y,R,39,R
Melaleuca quinquenervia,NSW1079691,769,3/02/2026,24/02/2026,N,N,Y,N,33,R
Melaleuca quinquenervia,NSW1079691,770,3/02/2026,24/02/2026,N,N,N,UR,71,R
Melaleuca quinquenervia,NSW1079691,772,3/02/2026,24/02/2026,Y,N,Y,UR,65,HR
Melaleuca quinquenervia,NSW1079691,774,3/02/2026,24/02/2026,N,Y,N,N,87,HR
Melaleuca quinquenervia,NSW1079691,779,3/02/2026,24/02/2026,N,Y,Y,Mix,43,HR
Melaleuca quinquenervia,NSW1079692,782,3/02/2026,24/02/2026,Y,Y,N,UR,33,MS
Melaleuca quinquenervia,NSW1079692,790,3/02/2026,24/02/2026,Y,Y,N,R,23,R
Melaleuca quinquenervia,NSW1079692,791,3/02/2026,24/02/2026,N,N,N,N,49,MS
Melaleuca quinquenervia,NSW1079696,795,3/02/2026,24/02/2026,N,N,Y,R,81,HR
Melaleuca quinquenervia,NSW1079696,797,3/02/2026,24/02/2026,Y,N,N,Mix,42,MS
Melaleuca quinquenervia,NSW1079696,799,3/02/2026,24/02/2026,Y,Y,Y,Mix,67,R
Melaleuca quinquenervia,NSW1079696,801,3/02/2026,24/02/2026,Y,Y,N,N,9,MS
Melaleuca quinquenervia,NSW1079696,803,3/02/2026,24/02/2026,N,N,N,Mix,10,S
Melaleuca quinquenervia,NSW1079696,805,3/02/2026,24/02/2026,Y,N,N,R,48,R
Melaleuca quinquenervia,NSW1079696,809,3/02/2026,24/02/2026,N,N,Y,UR,31,R
Melaleuca quinquenervia,NSW1079696,811,3/02/2026,24/02/2026,Y,N,Y,N,40,R
Melaleuca quinquenervia,NSW1079696,813,3/02/2026,24/02/2026,N,Y,N,Mix,95,HR
Melaleuca quinquenervia,NSW1079696,815,3/02/2026,24/02/2026,Y,Y,N,UR,31,HR
Melaleuca quinquenervia,NSW1079697,819,3/02/2026,24/02/2026,N,Y,Y,R,73,HR
Melaleuca quinquenervia,NSW1079697,822,3/02/2026,24/02/2026,N,N,N,Mix,18,MS
Melaleuca quinquenervia,NSW1079697,824,3/02/2026,24/02/2026,N,Y,N,Mix,72,R
Melaleuca quinquenervia,NSW1079697,825,3/02/2026,24/02/2026,N,N,N,Mix,64,MS
Melaleuca quinquenervia,NSW1079697,826,3/02/2026,24/02/2026,N,Y,Y,Mix,64,R
Melaleuca quinquenervia,NSW1079701,829,3/02/2026,24/02/2026,Y,N,N,UR,4,R
Melaleuca quinquenervia,NSW1079701,830,3/02/2026,24/02/2026,Y,Y,N,N,45,HR
Melaleuca quinquenervia,NSW1079701,831,3/02/2026,24/02/2026,N,Y,N,R,5,HR
Melaleuca quinquenervia,NSW1079701,832,3/02/2026,24/02/2026,Y,Y,Y,R,6,HR
Melaleuca quinquenervia,NSW1079701,833,3/02/2026,24/02/2026,Y,N,N,UR,6,MS
Melaleuca quinquenervia,NSW1079701,834,3/02/2026,24/02/2026,N,Y,N,R,87,R
Melaleuca quinquenervia,NSW1079701,835,3/02/2026,24/02/2026,Y,Y,N,R,18,MS
Melaleuca quinquenervia,NSW1079701,837,3/02/2026,24/02/2026,N,Y,Y,UR,53,MS
Melaleuca quinquenervia,NSW1079701,838,3/02/2026,24/02/2026,Y,N,Y,UR,25,R
Melaleuca quinquenervia,NSW1079701,840,3/02/2026,24/02/2026,N,N,N,Mix,15,MS
Melaleuca quinquenervia,NSW1075707,844,3/02/2026,24/02/2026,N,Y,N,R,24,HR
Melaleuca quinquenervia,NSW1075707,846,3/02/2026,24/02/2026,Y,N,Y,R,97,MS
Melaleuca quinquenervia,NSW1079702,847,3/02/2026,24/02/2026,N,N,N,UR,27,R
Melaleuca quinquenervia,NSW1075707,848,3/02/2026,24/02/2026,Y,Y,N,R,91,MS
Melaleuca quinquenervia,NSW1079702,849,3/02/2026,24/02/2026,N,Y,N,R,69,S
Melaleuca quinquenervia,NSW1079702,853,3/02/2026,24/02/2026,N,Y,Y,Mix,82,R
Melaleuca quinquenervia,NSW1075707,856,3/02/2026,24/02/2026,N,Y,Y,Mix,33,R
Melaleuca quinquenervia,NSW1079702,861,3/02/2026,24/02/2026,N,Y,Y,Mix,66,R
Melaleuca quinquenervia,NSW1079703,865,3/02/2026,24/02/2026,Y,Y,Y,R,51,HR
Melaleuca quinquenervia,NSW1079703,866,3/02/2026,24/02/2026,N,N,Y,Mix,18,HR
Melaleuca quinquenervia,NSW1079703,867,3/02/2026,24/02/2026,Y,Y,Y,UR,57,HR
Melaleuca quinquenervia,NSW1079703,868,3/02/2026,24/02/2026,N,N,N,Mix,14,MS
Melaleuca quinquenervia,NSW1079703,869,3/02/2026,24/02/2026,Y,N,Y,N,38,R
Melaleuca quinquenervia,NSW1079703,872,3/02/2026,24/02/2026,Y,Y,N,Mix,17,MS
Melaleuca quinquenervia,NSW1079703,874,3/02/2026,24/02/2026,Y,Y,Y,R,66,HR
Melaleuca quinquenervia,NSW1079705,879,3/02/2026,24/02/2026,N,N,Y,N,49,MS
Melaleuca quinquenervia,NSW1079705,881,3/02/2026,24/02/2026,Y,N,N,N,30,R
Melaleuca quinquenervia,NSW1079705,882,3/02/2026,24/02/2026,Y,Y,N,UR,21,MS
Melaleuca quinquenervia,NSW1079705,884,3/02/2026,24/02/2026,N,Y,N,UR,44,S
Melaleuca quinquenervia,NSW1079705,885,3/02/2026,24/02/2026,Y,N,N,R,2,R
Melaleuca quinquenervia,NSW1079705,886,3/02/2026,24/02/2026,N,N,Y,UR,37,R
Melaleuca quinquenervia,NSW1079705,888,3/02/2026,24/02/2026,N,Y,N,N,65,R
Melaleuca quinquenervia,NSW1079706,893,3/02/2026,24/02/2026,N,Y,Y,Mix,66,HR
Melaleuca quinquenervia,NSW1079706,895,3/02/2026,24/02/2026,Y,Y,Y,UR,77,HR
Melaleuca quinquenervia,NSW1079706,901,3/02/2026,24/02/2026,N,Y,N,N,64,HR
Melaleuca quinquenervia,NSW1079706,905,3/02/2026,24/02/2026,N,N,Y,UR,24,MS
Melaleuca quinquenervia,NSW1079706,907,3/02/2026,24/02/2026,N,Y,N,N,54,R
Melaleuca quinquenervia,NSW1079707,914,3/02/2026,24/02/2026,N,N,Y,Mix,47,MS
Melaleuca quinquenervia,NSW1079707,917,3/02/2026,24/02/2026,Y,Y,Y,UR,19,MS
Melaleuca quinquenervia,NSW1079707,924,3/02/2026,24/02/2026,N,N,N,UR,11,R
Melaleuca quinquenervia,NSW1079708,927,3/02/2026,24/02/2026,N,N,Y,R,84,MS
Melaleuca quinquenervia,NSW1079708,929,3/02/2026,24/02/2026,Y,N,N,R,59,HR
Melaleuca quinquenervia,NSW1079708,932,3/02/2026,24/02/2026,N,Y,Y,R,89,MS
Melaleuca quinquenervia,NSW1079708,934,3/02/2026,24/02/2026,Y,Y,N,R,58,R
Melaleuca quinquenervia,NSW1079709,937,3/02/2026,24/02/2026,N,Y,Y,R,0,MS
Melaleuca quinquenervia,NSW1079709,948,3/02/2026,24/02/2026,N,N,N,UR,14,S
Melaleuca quinquenervia,NSW1079710,953,3/02/2026,24/02/2026,Y,N,N,Mix,88,R
Melaleuca quinquenervia,NSW1079710,954,3/02/2026,24/02/2026,N,N,N,N,57,R
Melaleuca quinquenervia,NSW1079710,958,3/02/2026,24/02/2026,N,Y,Y,N,40,R
Melaleuca quinquenervia,NSW1079711,961,3/02/2026,24/02/2026,Y,N,Y,Mix,56,HR
Melaleuca quinquenervia,NSW1079711,962,3/02/2026,24/02/2026,N,N,N,R,26,HR
Melaleuca quinquenervia,NSW1079711,963,3/02/2026,24/02/2026,N,Y,N,UR,84,HR
Melaleuca quinquenervia,NSW1079711,966,3/02/2026,24/02/2026,N,N,N,N,2,MS
Melaleuca quinquenervia,NSW1079711,967,3/02/2026,24/02/2026,Y,N,N,Mix,21,R
Melaleuca quinquenervia,NSW1079711,969,3/02/2026,24/02/2026,Y,N,Y,Mix,11,MS
Melaleuca quinquenervia,NSW1079711,970,3/02/2026,24/02/2026,Y,Y,Y,UR,93,HR
Melaleuca quinquenervia,NSW1079711,972,3/02/2026,24/02/2026,N,Y,Y,R,31,MS
Melaleuca quinquenervia,NSW1075712,973,3/02/2026,24/02/2026,N,Y,N,R,76,R
Melaleuca quinquenervia,NSW1075712,978,3/02/2026,24/02/2026,N,Y,N,R,54,MS
Melaleuca quinquenervia,NSW1075712,979,3/02/2026,24/02/2026,N,Y,Y,Mix,12,S
Melaleuca quinquenervia,NSW1075712,980,3/02/2026,24/02/2026,Y,N,N,UR,53,R
Melaleuca quinquenervia,NSW1075712,981,3/02/2026,24/02/2026,N,Y,Y,Mix,6,R
Melaleuca quinquenervia,NSW1075712,982,3/02/2026,24/02/2026,N,Y,N,UR,3,R
Melaleuca quinquenervia,NSW1075712,983,3/02/2026,24/02/2026,N,N,Y,UR,97,HR
Melaleuca quinquenervia,NSW1075712,984,3/02/2026,24/02/2026,N,N,Y,N,14,HR
Melaleuca quinquenervia,NSW1079713,985,3/02/2026,24/02/2026,Y,Y,N,R,8,HR
Melaleuca quinquenervia,NSW1079713,986,3/02/2026,24/02/2026,Y,Y,Y,Mix,91,MS
Melaleuca quinquenervia,NSW1079713,987,3/02/2026,24/02/2026,N,N,Y,N,43,R
Melaleuca quinquenervia,NSW1079713,988,3/02/2026,24/02/2026,Y,Y,Y,N,98,MS
Melaleuca quinquenervia,NSW1079713,989,3/02/2026,24/02/2026,Y,N,Y,N,74,R
Melaleuca quinquenervia,NSW1079713,991,3/02/2026,24/02/2026,N,Y,Y,N,92,R
Melaleuca quinquenervia,NSW1079713,992,3/02/2026,24/02/2026,N,N,Y,N,36,HR
Melaleuca quinquenervia,NSW1079713,993,3/02/2026,24/02/2026,Y,N,Y,N,24,HR
Melaleuca quinquenervia,NSW1079714,998,3/02/2026,24/02/2026,Y,N,Y,R,96,HR
Melaleuca quinquenervia,NSW1079714,999,3/02/2026,24/02/2026,N,Y,N,Mix,95,MS
Melaleuca quinquenervia,NSW1079714,1001,3/02/2026,24/02/2026,Y,N,N,R,98,R
Melaleuca quinquenervia,NSW1079714,1004,3/02/2026,24/02/2026,Y,N,Y,Mix,78,MS
Melaleuca quinquenervia,NSW1079714,1006,3/02/2026,24/02/2026,N,Y,N,UR,4,MS
Melaleuca quinquenervia,NSW1079714,1007,3/02/2026,24/02/2026,Y,N,N,R,47,R
Melaleuca quinquenervia,NSW1079715,1009,3/02/2026,24/02/2026,N,Y,N,Mix,81,MS
Melaleuca quinquenervia,NSW1079715,1010,3/02/2026,24/02/2026,Y,Y,Y,UR,95,HR
Melaleuca quinquenervia,NSW1079715,1012,3/02/2026,24/02/2026,N,N,N,UR,51,MS
Melaleuca quinquenervia,NSW1079715,1013,3/02/2026,24/02/2026,Y,Y,N,R,78,R
Melaleuca quinquenervia,NSW1079715,1016,3/02/2026,24/02/2026,N,N,Y,N,87,MS
Melaleuca quinquenervia,NSW1079715,1017,3/02/2026,24/02/2026,N,N,Y,Mix,8,S
Melaleuca quinquenervia,NSW1079715,1019,3/02/2026,24/02/2026,N,Y,Y,Mix,84,R
Melaleuca quinquenervia,NSW1079715,1020,3/02/2026,24/02/2026,Y,N,Y,UR,69,R
Melaleuca quinquenervia,NSW1079716,1021,3/02/2026,24/02/2026,N,Y,N,UR,82,R
Melaleuca quinquenervia,NSW1079716,1022,3/02/2026,24/02/2026,N,Y,Y,UR,28,HR
Melaleuca quinquenervia,NSW1079716,1023,3/02/2026,24/02/2026,Y,Y,N,N,21,HR
Melaleuca quinquenervia,NSW1079716,1025,3/02/2026,24/02/2026,Y,Y,Y,N,67,HR
Melaleuca quinquenervia,NSW1079716,1026,3/02/2026,24/02/2026,N,N,N,R,56,MS
Melaleuca quinquenervia,NSW1079716,1027,3/02/2026,24/02/2026,N,Y,N,Mix,14,R
Melaleuca quinquenervia,NSW1079716,1029,3/02/2026,24/02/2026,Y,Y,N,N,52,MS
Melaleuca quinquenervia,NSW1079716,1030,3/02/2026,24/02/2026,N,N,Y,Mix,23,HR
Melaleuca quinquenervia,NSW1079716,1031,3/02/2026,24/02/2026,N,Y,N,UR,53,MS
Melaleuca quinquenervia,NSW1079717,1036,3/02/2026,24/02/2026,N,Y,N,R,81,R
Melaleuca quinquenervia,NSW1079717,1041,3/02/2026,24/02/2026,N,Y,Y,N,42,MS
Melaleuca quinquenervia,NSW1079717,1043,3/02/2026,24/02/2026,N,Y,Y,N,85,S
Melaleuca quinquenervia,NSW1079718,1045,3/02/2026,24/02/2026,N,N,N,UR,20,R
Melaleuca quinquenervia,NSW1079718,1048,3/02/2026,24/02/2026,N,Y,N,N,37,R
Melaleuca quinquenervia,NSW1079718,1051,3/02/2026,24/02/2026,N,Y,N,R,11,R
Melaleuca quinquenervia,NSW1079718,1052,3/02/2026,24/02/2026,N,N,Y,UR,98,HR
Melaleuca quinquenervia,NSW1079718,1053,3/02/2026,24/02/2026,N,Y,Y,R,56,HR
Melaleuca quinquenervia,NSW1079718,1054,3/02/2026,24/02/2026,Y,Y,Y,N,64,HR
Melaleuca quinquenervia,NSW1079718,1055,3/02/2026,24/02/2026,N,N,N,R,5,MS
Melaleuca quinquenervia,NSW1079719,1057,3/02/2026,24/02/2026,N,Y,Y,Mix,13,R
Melaleuca quinquenervia,NSW1079719,1058,3/02/2026,24/02/2026,N,N,N,N,98,MS
Melaleuca quinquenervia,NSW1079719,1059,3/02/2026,24/02/2026,N,N,Y,Mix,32,MS
Melaleuca quinquenervia,NSW1079719,1063,3/02/2026,24/02/2026,Y,N,Y,R,76,R
Melaleuca quinquenervia,NSW1079719,1064,3/02/2026,24/02/2026,Y,Y,Y,Mix,60,MS
Melaleuca quinquenervia,NSW1079720,1070,3/02/2026,24/02/2026,Y,Y,Y,N,64,HR
Melaleuca quinquenervia,NSW1079720,1075,3/02/2026,24/02/2026,N,N,Y,R,88,MS
Melaleuca quinquenervia,NSW1079720,1076,3/02/2026,24/02/2026,Y,Y,Y,UR,22,R
Melaleuca quinquenervia,NSW1079720,1079,3/02/2026,24/02/2026,N,N,Y,UR,87,MS
Melaleuca quinquenervia,NSW1079721,1081,3/02/2026,24/02/2026,N,N,N,N,76,S
Melaleuca quinquenervia,NSW1079721,1082,3/02/2026,24/02/2026,Y,N,N,UR,79,R
Melaleuca quinquenervia,NSW1079721,1091,3/02/2026,24/02/2026,Y,N,Y,N,90,R
Melaleuca quinquenervia,NSW1079721,1092,3/02/2026,24/02/2026,N,N,N,R,11,R
Melaleuca quinquenervia,NSW1079722,1093,3/02/2026,24/02/2026,Y,N,Y,Mix,40,HR
Melaleuca quinquenervia,NSW1079722,1095,3/02/2026,24/02/2026,Y,N,N,UR,92,HR
Melaleuca quinquenervia,NSW1079722,1099,3/02/2026,24/02/2026,Y,Y,Y,Mix,2,HR
Melaleuca quinquenervia,NSW1079722,1101,3/02/2026,24/02/2026,N,N,N,Mix,70,MS
