"","Species","MaternalLine","SeedlingID","InoculationDate","ScoringDate","Flecking","Chlorosis","Necrosis","ActiveSpores","Coverage","ImmuneResponse","summary_score"
"236","Melaleuca quinquenervia","NSW1078641",425,"3/02/2026","24/02/2026","N","Y","N","Mix",32,"R",8
"237","Melaleuca quinquenervia","NSW1078641",427,"3/02/2026","24/02/2026","Y","N","N","R",33,"MS",24.75
"238","Melaleuca quinquenervia","NSW1078641",429,"3/02/2026","24/02/2026","Y","N","N","Mix",40,"HR",0
"239","Melaleuca quinquenervia","NSW1078642",437,"3/02/2026","24/02/2026","Y","N","Y","R",11,"MS",8.25
"240","Melaleuca quinquenervia","NSW1078642",439,"3/02/2026","24/02/2026","Y","N","N","R",35,"R",8.75
"241","Melaleuca quinquenervia","NSW1078642",440,"3/02/2026","24/02/2026","N","N","N","Mix",32,"MS",24
"242","Melaleuca quinquenervia","NSW1078642",442,"3/02/2026","24/02/2026","Y","Y","N","Mix",63,"S",55.125
"243","Melaleuca quinquenervia","NSW1078645",449,"3/02/2026","24/02/2026","N","Y","Y","UR",82,"R",20.5
"244","Melaleuca quinquenervia","NSW1078645",450,"3/02/2026","24/02/2026","N","Y","Y","Mix",69,"R",17.25
"245","Melaleuca quinquenervia","NSW1078645",451,"3/02/2026","24/02/2026","N","N","N","N",51,"R",12.75
"246","Melaleuca quinquenervia","NSW1078645",452,"3/02/2026","24/02/2026","N","N","N","Mix",24,"HR",0
"247","Melaleuca quinquenervia","NSW1078645",453,"3/02/2026","24/02/2026","N","Y","Y","N",90,"HR",0
"248","Melaleuca quinquenervia","NSW1078645",454,"3/02/2026","24/02/2026","Y","Y","Y","UR",69,"HR",0
"249","Melaleuca quinquenervia","NSW1078647",469,"3/02/2026","24/02/2026","N","N","Y","R",43,"MS",32.25
"250","Melaleuca quinquenervia","NSW1078647",470,"3/02/2026","24/02/2026","N","Y","N","R",8,"R",2
"251","Melaleuca quinquenervia","NSW1078647",471,"3/02/2026","24/02/2026","Y","Y","N","N",57,"MS",42.75
"252","Melaleuca quinquenervia","NSW1078647",473,"3/02/2026","24/02/2026","Y","N","Y","UR",48,"MS",36
"253","Melaleuca quinquenervia","NSW1078647",474,"3/02/2026","24/02/2026","N","N","Y","R",78,"R",19.5
"254","Melaleuca quinquenervia","NSW1078647",475,"3/02/2026","24/02/2026","Y","N","Y","R",66,"MS",49.5
"255","Melaleuca quinquenervia","NSW1078647",476,"3/02/2026","24/02/2026","Y","Y","Y","Mix",25,"HR",0
"256","Melaleuca quinquenervia","NSW1078647",477,"3/02/2026","24/02/2026","N","N","Y","Mix",89,"MS",66.75
"257","Melaleuca quinquenervia","NSW1078647",479,"3/02/2026","24/02/2026","N","N","Y","UR",51,"R",12.75
"258","Melaleuca quinquenervia","NSW1078651",481,"3/02/2026","24/02/2026","N","N","N","R",43,"MS",32.25
"259","Melaleuca quinquenervia","NSW1078651",483,"3/02/2026","24/02/2026","N","Y","Y","N",0,"S",0
"260","Melaleuca quinquenervia","NSW1078651",486,"3/02/2026","24/02/2026","N","Y","Y","Mix",45,"R",11.25
"261","Melaleuca quinquenervia","NSW1078651",487,"3/02/2026","24/02/2026","Y","N","N","Mix",86,"R",21.5
"262","Melaleuca quinquenervia","NSW1078651",488,"3/02/2026","24/02/2026","N","Y","Y","N",40,"R",10
"263","Melaleuca quinquenervia","NSW1078652",493,"3/02/2026","24/02/2026","Y","N","N","Mix",15,"HR",0
"264","Melaleuca quinquenervia","NSW1078652",494,"3/02/2026","24/02/2026","N","Y","Y","UR",45,"HR",0
"265","Melaleuca quinquenervia","NSW1078652",496,"3/02/2026","24/02/2026","Y","Y","N","Mix",67,"HR",0
"266","Melaleuca quinquenervia","NSW1078652",497,"3/02/2026","24/02/2026","Y","Y","N","N",98,"MS",73.5
"267","Melaleuca quinquenervia","NSW1078652",499,"3/02/2026","24/02/2026","N","N","Y","N",43,"R",10.75
"268","Melaleuca quinquenervia","NSW1078652",500,"3/02/2026","24/02/2026","Y","N","N","UR",23,"MS",17.25
"269","Melaleuca quinquenervia","NSW1078652",501,"3/02/2026","24/02/2026","N","Y","N","R",1,"HR",0
"270","Melaleuca quinquenervia","NSW1078652",502,"3/02/2026","24/02/2026","N","Y","Y","UR",1,"MS",0.75
"271","Melaleuca quinquenervia","NSW1078653",505,"3/02/2026","24/02/2026","Y","Y","N","R",63,"R",15.75
"272","Melaleuca quinquenervia","NSW1078653",507,"3/02/2026","24/02/2026","N","Y","N","R",27,"MS",20.25
"273","Melaleuca quinquenervia","NSW1078653",508,"3/02/2026","24/02/2026","N","N","N","UR",79,"S",69.125
"274","Melaleuca quinquenervia","NSW1078653",509,"3/02/2026","24/02/2026","Y","N","Y","R",45,"R",11.25
"275","Melaleuca quinquenervia","NSW1078653",511,"3/02/2026","24/02/2026","N","N","Y","R",26,"R",6.5
"276","Melaleuca quinquenervia","NSW1078653",512,"3/02/2026","24/02/2026","N","N","N","Mix",70,"R",17.5
"277","Melaleuca quinquenervia","NSW1078653",514,"3/02/2026","24/02/2026","N","Y","Y","UR",29,"HR",0
"278","Melaleuca quinquenervia","NSW1078653",515,"3/02/2026","24/02/2026","Y","N","N","N",97,"HR",0
"279","Melaleuca quinquenervia","NSW1078653",516,"3/02/2026","24/02/2026","N","N","N","UR",61,"HR",0
"280","Melaleuca quinquenervia","NSW1078654",517,"3/02/2026","24/02/2026","Y","Y","Y","UR",93,"MS",69.75
"281","Melaleuca quinquenervia","NSW1078654",518,"3/02/2026","24/02/2026","N","Y","Y","R",68,"R",17
"282","Melaleuca quinquenervia","NSW1078654",519,"3/02/2026","24/02/2026","N","Y","Y","R",93,"MS",69.75
"283","Melaleuca quinquenervia","NSW1078654",520,"3/02/2026","24/02/2026","N","N","N","R",65,"R",16.25
"284","Melaleuca quinquenervia","NSW1078654",522,"3/02/2026","24/02/2026","Y","N","Y","R",95,"R",23.75
"285","Melaleuca quinquenervia","NSW1078654",523,"3/02/2026","24/02/2026","N","Y","Y","Mix",66,"HR",0
"286","Melaleuca quinquenervia","NSW1078654",524,"3/02/2026","24/02/2026","N","N","Y","UR",54,"HR",0
"287","Melaleuca quinquenervia","NSW1078654",525,"3/02/2026","24/02/2026","N","Y","N","UR",11,"HR",0
"288","Melaleuca quinquenervia","NSW1078654",528,"3/02/2026","24/02/2026","N","Y","N","Mix",87,"MS",65.25
"289","Melaleuca quinquenervia","NSW1078656",529,"3/02/2026","24/02/2026","N","Y","N","Mix",14,"R",3.5
"290","Melaleuca quinquenervia","NSW1078656",530,"3/02/2026","24/02/2026","Y","Y","N","R",29,"MS",21.75
"291","Melaleuca quinquenervia","NSW1078656",533,"3/02/2026","24/02/2026","N","N","N","Mix",98,"MS",73.5
"292","Melaleuca quinquenervia","NSW1078656",534,"3/02/2026","24/02/2026","N","Y","N","R",84,"R",21
"293","Melaleuca quinquenervia","NSW1078656",535,"3/02/2026","24/02/2026","N","Y","Y","N",73,"MS",54.75
"294","Melaleuca quinquenervia","NSW1078656",537,"3/02/2026","24/02/2026","N","N","Y","N",38,"HR",0
"295","Melaleuca quinquenervia","NSW1078657",541,"3/02/2026","24/02/2026","Y","Y","Y","R",54,"MS",40.5
"296","Melaleuca quinquenervia","NSW1078657",542,"3/02/2026","24/02/2026","N","Y","Y","Mix",82,"R",20.5
"297","Melaleuca quinquenervia","NSW1078657",544,"3/02/2026","24/02/2026","Y","N","Y","Mix",50,"MS",37.5
"298","Melaleuca quinquenervia","NSW1078657",545,"3/02/2026","24/02/2026","Y","N","N","UR",45,"S",39.375
"299","Melaleuca quinquenervia","NSW1078657",547,"3/02/2026","24/02/2026","N","N","N","R",92,"R",23
"300","Melaleuca quinquenervia","NSW1078657",550,"3/02/2026","24/02/2026","N","Y","N","R",64,"R",16
"301","Melaleuca quinquenervia","NSW1078657",552,"3/02/2026","24/02/2026","Y","N","N","N",62,"R",15.5
"302","Melaleuca quinquenervia","NSW1078658",555,"3/02/2026","24/02/2026","Y","N","Y","UR",87,"HR",0
"303","Melaleuca quinquenervia","NSW1078658",557,"3/02/2026","24/02/2026","Y","N","Y","UR",38,"HR",0
"304","Melaleuca quinquenervia","NSW1078658",559,"3/02/2026","24/02/2026","Y","N","N","R",64,"HR",0
"305","Melaleuca quinquenervia","NSW1078658",560,"3/02/2026","24/02/2026","Y","N","Y","R",92,"MS",69
"306","Melaleuca quinquenervia","NSW1078658",563,"3/02/2026","24/02/2026","Y","N","Y","N",57,"R",14.25
"307","Melaleuca quinquenervia","NSW1078658",564,"3/02/2026","24/02/2026","N","Y","N","R",0,"MS",0
"308","Melaleuca quinquenervia","NSW1078660",565,"3/02/2026","24/02/2026","Y","Y","Y","UR",29,"HR",0
"309","Melaleuca quinquenervia","NSW1078660",567,"3/02/2026","24/02/2026","N","N","N","N",68,"MS",51
"310","Melaleuca quinquenervia","NSW1078660",572,"3/02/2026","24/02/2026","Y","N","Y","UR",67,"R",16.75
"311","Melaleuca quinquenervia","NSW1078660",574,"3/02/2026","24/02/2026","Y","Y","Y","N",90,"MS",67.5
"312","Melaleuca quinquenervia","NSW1078662",577,"3/02/2026","24/02/2026","Y","N","N","UR",50,"S",43.75
"313","Melaleuca quinquenervia","NSW1078662",579,"3/02/2026","24/02/2026","N","Y","Y","Mix",42,"R",10.5
"314","Melaleuca quinquenervia","NSW1078662",581,"3/02/2026","24/02/2026","N","N","N","N",86,"R",21.5
"315","Melaleuca quinquenervia","NSW1078662",583,"3/02/2026","24/02/2026","Y","Y","Y","R",68,"R",17
"316","Melaleuca quinquenervia","NSW1078662",585,"3/02/2026","24/02/2026","N","N","Y","N",1,"HR",0
"317","Melaleuca quinquenervia","NSW1078662",587,"3/02/2026","24/02/2026","N","Y","Y","R",45,"HR",0
"318","Melaleuca quinquenervia","NSW1075721",590,"3/02/2026","24/02/2026","N","Y","Y","R",53,"HR",0
"319","Melaleuca quinquenervia","NSW1078662",591,"3/02/2026","24/02/2026","N","N","N","UR",8,"MS",6
"320","Melaleuca quinquenervia","NSW1078662",597,"3/02/2026","24/02/2026","N","N","Y","Mix",47,"R",11.75
"321","Melaleuca quinquenervia","NSW1078662",599,"3/02/2026","24/02/2026","Y","N","Y","Mix",14,"MS",10.5
"322","Melaleuca quinquenervia","NSW1078713",611,"3/02/2026","24/02/2026","N","N","N","N",9,"MS",6.75
"323","Melaleuca quinquenervia","NSW1079653",622,"3/02/2026","24/02/2026","N","N","Y","N",69,"R",17.25
"324","Melaleuca quinquenervia","NSW1079654",625,"3/02/2026","24/02/2026","Y","Y","N","N",100,"MS",75
"325","Melaleuca quinquenervia","NSW1079654",626,"3/02/2026","24/02/2026","Y","Y","N","Mix",56,"HR",0
"326","Melaleuca quinquenervia","NSW1079654",627,"3/02/2026","24/02/2026","Y","Y","Y","UR",30,"MS",22.5
"327","Melaleuca quinquenervia","NSW1079654",628,"3/02/2026","24/02/2026","N","N","N","N",43,"R",10.75
"328","Melaleuca quinquenervia","NSW1079654",629,"3/02/2026","24/02/2026","N","N","Y","R",98,"MS",73.5
"329","Melaleuca quinquenervia","NSW1079654",630,"3/02/2026","24/02/2026","N","Y","Y","Mix",6,"S",5.25
"330","Melaleuca quinquenervia","NSW1079654",631,"3/02/2026","24/02/2026","N","N","Y","Mix",33,"R",8.25
"331","Melaleuca quinquenervia","NSW1079654",635,"3/02/2026","24/02/2026","N","N","N","UR",53,"R",13.25
"332","Melaleuca quinquenervia","NSW1079654",636,"3/02/2026","24/02/2026","Y","Y","Y","R",53,"R",13.25
"333","Melaleuca quinquenervia","NSW1079658",637,"3/02/2026","24/02/2026","N","N","Y","Mix",66,"HR",0
"334","Melaleuca quinquenervia","NSW1079658",638,"3/02/2026","24/02/2026","Y","Y","N","N",4,"HR",0
"335","Melaleuca quinquenervia","NSW1079658",640,"3/02/2026","24/02/2026","N","N","N","R",20,"HR",0
"336","Melaleuca quinquenervia","NSW1079658",641,"3/02/2026","24/02/2026","N","N","N","R",14,"MS",10.5
"337","Melaleuca quinquenervia","NSW1079658",642,"3/02/2026","24/02/2026","N","N","N","N",33,"R",8.25
"338","Melaleuca quinquenervia","NSW1079658",644,"3/02/2026","24/02/2026","N","Y","Y","N",86,"MS",64.5
"339","Melaleuca quinquenervia","NSW1079658",645,"3/02/2026","24/02/2026","N","Y","N","Mix",99,"HR",0
"340","Melaleuca quinquenervia","NSW1079658",646,"3/02/2026","24/02/2026","Y","Y","N","UR",62,"MS",46.5
"341","Melaleuca quinquenervia","NSW1079658",648,"3/02/2026","24/02/2026","N","Y","N","N",0,"R",0
"342","Melaleuca quinquenervia","NSW1079670",649,"3/02/2026","24/02/2026","Y","N","Y","R",3,"MS",2.25
"343","Melaleuca quinquenervia","NSW1079670",650,"3/02/2026","24/02/2026","N","N","Y","R",61,"S",53.375
"344","Melaleuca quinquenervia","NSW1079670",651,"3/02/2026","24/02/2026","N","N","N","UR",73,"R",18.25
"345","Melaleuca quinquenervia","NSW1079670",652,"3/02/2026","24/02/2026","Y","N","N","Mix",86,"R",21.5
"346","Melaleuca quinquenervia","NSW1079670",653,"3/02/2026","24/02/2026","N","N","Y","UR",91,"R",22.75
"347","Melaleuca quinquenervia","NSW1079670",654,"3/02/2026","24/02/2026","Y","Y","N","R",64,"HR",0
"348","Melaleuca quinquenervia","NSW1079670",656,"3/02/2026","24/02/2026","Y","Y","N","N",67,"HR",0
"349","Melaleuca quinquenervia","NSW1079670",657,"3/02/2026","24/02/2026","Y","Y","Y","R",29,"HR",0
"350","Melaleuca quinquenervia","NSW1079670",658,"3/02/2026","24/02/2026","Y","Y","Y","R",46,"MS",34.5
"351","Melaleuca quinquenervia","NSW1079670",659,"3/02/2026","24/02/2026","N","N","N","UR",100,"R",25
"352","Melaleuca quinquenervia","NSW1079671",662,"3/02/2026","24/02/2026","N","N","N","R",72,"MS",54
"353","Melaleuca quinquenervia","NSW1079671",665,"3/02/2026","24/02/2026","Y","N","N","Mix",1,"R",0.25
"354","Melaleuca quinquenervia","NSW1079672",673,"3/02/2026","24/02/2026","N","N","Y","UR",4,"R",1
"355","Melaleuca quinquenervia","NSW1079672",674,"3/02/2026","24/02/2026","N","Y","N","Mix",82,"HR",0
"356","Melaleuca quinquenervia","NSW1079672",679,"3/02/2026","24/02/2026","N","N","Y","UR",90,"HR",0
"357","Melaleuca quinquenervia","NSW1079672",683,"3/02/2026","24/02/2026","N","N","Y","UR",30,"HR",0
"358","Melaleuca quinquenervia","NSW1079675",685,"3/02/2026","24/02/2026","Y","N","N","Mix",17,"MS",12.75
"359","Melaleuca quinquenervia","NSW1079675",686,"3/02/2026","24/02/2026","N","N","N","N",71,"R",17.75
"360","Melaleuca quinquenervia","NSW1079675",687,"3/02/2026","24/02/2026","N","Y","Y","Mix",99,"MS",74.25
"361","Melaleuca quinquenervia","NSW1079675",692,"3/02/2026","24/02/2026","Y","Y","N","N",25,"MS",18.75
"362","Melaleuca quinquenervia","NSW1079675",694,"3/02/2026","24/02/2026","N","N","N","R",28,"R",7
"363","Melaleuca quinquenervia","NSW1079675",695,"3/02/2026","24/02/2026","N","N","Y","N",40,"MS",30
"364","Melaleuca quinquenervia","NSW1079675",696,"3/02/2026","24/02/2026","Y","N","N","Mix",81,"HR",0
"365","Melaleuca quinquenervia","NSW1079677",697,"3/02/2026","24/02/2026","Y","Y","N","N",22,"MS",16.5
"366","Melaleuca quinquenervia","NSW1079677",698,"3/02/2026","24/02/2026","N","N","N","UR",54,"R",13.5
"367","Melaleuca quinquenervia","NSW1079677",699,"3/02/2026","24/02/2026","N","N","Y","Mix",3,"MS",2.25
"368","Melaleuca quinquenervia","NSW1079677",700,"3/02/2026","24/02/2026","Y","N","N","Mix",87,"S",76.125
"369","Melaleuca quinquenervia","NSW1079677",701,"3/02/2026","24/02/2026","N","Y","N","Mix",98,"R",24.5
"370","Melaleuca quinquenervia","NSW1079677",702,"3/02/2026","24/02/2026","Y","N","Y","N",73,"R",18.25
"371","Melaleuca quinquenervia","NSW1079677",703,"3/02/2026","24/02/2026","Y","N","Y","R",62,"R",15.5
"372","Melaleuca quinquenervia","NSW1079677",704,"3/02/2026","24/02/2026","Y","N","Y","R",86,"HR",0
"373","Melaleuca quinquenervia","NSW1079677",706,"3/02/2026","24/02/2026","Y","Y","N","N",31,"HR",0
"374","Melaleuca quinquenervia","NSW1079677",707,"3/02/2026","24/02/2026","Y","N","Y","Mix",74,"HR",0
"375","Melaleuca quinquenervia","NSW1079680",709,"3/02/2026","24/02/2026","Y","N","N","Mix",79,"MS",59.25
"376","Melaleuca quinquenervia","NSW1079680",711,"3/02/2026","24/02/2026","N","N","N","UR",66,"R",16.5
"377","Melaleuca quinquenervia","NSW1079680",712,"3/02/2026","24/02/2026","Y","Y","N","Mix",33,"MS",24.75
"378","Melaleuca quinquenervia","NSW1079680",713,"3/02/2026","24/02/2026","Y","N","Y","Mix",57,"HR",0
"379","Melaleuca quinquenervia","NSW1079680",714,"3/02/2026","24/02/2026","N","Y","N","UR",28,"MS",21
"380","Melaleuca quinquenervia","NSW1079680",716,"3/02/2026","24/02/2026","N","Y","Y","N",3,"R",0.75
"381","Melaleuca quinquenervia","NSW1079680",717,"3/02/2026","24/02/2026","Y","N","N","Mix",35,"MS",26.25
"382","Melaleuca quinquenervia","NSW1079680",718,"3/02/2026","24/02/2026","Y","N","Y","Mix",46,"S",40.25
"383","Melaleuca quinquenervia","NSW1079681",726,"3/02/2026","24/02/2026","N","Y","Y","R",23,"R",5.75
"384","Melaleuca quinquenervia","NSW1079681",732,"3/02/2026","24/02/2026","N","N","Y","N",1,"R",0.25
"385","Melaleuca quinquenervia","NSW1079682",733,"3/02/2026","24/02/2026","Y","N","N","R",11,"R",2.75
"386","Melaleuca quinquenervia","NSW1079682",734,"3/02/2026","24/02/2026","Y","N","Y","Mix",68,"HR",0
"387","Melaleuca quinquenervia","NSW1079682",735,"3/02/2026","24/02/2026","N","Y","N","Mix",99,"HR",0
"388","Melaleuca quinquenervia","NSW1079682",736,"3/02/2026","24/02/2026","N","N","Y","R",6,"HR",0
"389","Melaleuca quinquenervia","NSW1079682",737,"3/02/2026","24/02/2026","Y","N","N","R",69,"MS",51.75
"390","Melaleuca quinquenervia","NSW1079682",738,"3/02/2026","24/02/2026","Y","Y","Y","UR",66,"R",16.5
"391","Melaleuca quinquenervia","NSW1079682",740,"3/02/2026","24/02/2026","N","Y","N","Mix",59,"MS",44.25
"392","Melaleuca quinquenervia","NSW1079682",741,"3/02/2026","24/02/2026","Y","Y","N","N",64,"MS",48
"393","Melaleuca quinquenervia","NSW1079682",742,"3/02/2026","24/02/2026","N","Y","Y","Mix",82,"R",20.5
"394","Melaleuca quinquenervia","NSW1079682",743,"3/02/2026","24/02/2026","Y","Y","Y","R",70,"MS",52.5
"395","Melaleuca quinquenervia","NSW1079686",748,"3/02/2026","24/02/2026","N","N","N","Mix",98,"HR",0
"396","Melaleuca quinquenervia","NSW1079687",757,"3/02/2026","24/02/2026","Y","N","N","N",41,"MS",30.75
"397","Melaleuca quinquenervia","NSW1079687",758,"3/02/2026","24/02/2026","N","Y","Y","UR",85,"R",21.25
"398","Melaleuca quinquenervia","NSW1079687",762,"3/02/2026","24/02/2026","Y","Y","N","R",57,"MS",42.75
"399","Melaleuca quinquenervia","NSW1079687",764,"3/02/2026","24/02/2026","Y","Y","Y","UR",68,"S",59.5
"400","Melaleuca quinquenervia","NSW1079687",765,"3/02/2026","24/02/2026","N","Y","Y","R",39,"R",9.75
"401","Melaleuca quinquenervia","NSW1079691",769,"3/02/2026","24/02/2026","N","N","Y","N",33,"R",8.25
"402","Melaleuca quinquenervia","NSW1079691",770,"3/02/2026","24/02/2026","N","N","N","UR",71,"R",17.75
"403","Melaleuca quinquenervia","NSW1079691",772,"3/02/2026","24/02/2026","Y","N","Y","UR",65,"HR",0
"404","Melaleuca quinquenervia","NSW1079691",774,"3/02/2026","24/02/2026","N","Y","N","N",87,"HR",0
"405","Melaleuca quinquenervia","NSW1079691",779,"3/02/2026","24/02/2026","N","Y","Y","Mix",43,"HR",0
"406","Melaleuca quinquenervia","NSW1079692",782,"3/02/2026","24/02/2026","Y","Y","N","UR",33,"MS",24.75
"407","Melaleuca quinquenervia","NSW1079692",790,"3/02/2026","24/02/2026","Y","Y","N","R",23,"R",5.75
"408","Melaleuca quinquenervia","NSW1079692",791,"3/02/2026","24/02/2026","N","N","N","N",49,"MS",36.75
"409","Melaleuca quinquenervia","NSW1079696",795,"3/02/2026","24/02/2026","N","N","Y","R",81,"HR",0
"410","Melaleuca quinquenervia","NSW1079696",797,"3/02/2026","24/02/2026","Y","N","N","Mix",42,"MS",31.5
"411","Melaleuca quinquenervia","NSW1079696",799,"3/02/2026","24/02/2026","Y","Y","Y","Mix",67,"R",16.75
"412","Melaleuca quinquenervia","NSW1079696",801,"3/02/2026","24/02/2026","Y","Y","N","N",9,"MS",6.75
"413","Melaleuca quinquenervia","NSW1079696",803,"3/02/2026","24/02/2026","N","N","N","Mix",10,"S",8.75
"414","Melaleuca quinquenervia","NSW1079696",805,"3/02/2026","24/02/2026","Y","N","N","R",48,"R",12
"415","Melaleuca quinquenervia","NSW1079696",809,"3/02/2026","24/02/2026","N","N","Y","UR",31,"R",7.75
"416","Melaleuca quinquenervia","NSW1079696",811,"3/02/2026","24/02/2026","Y","N","Y","N",40,"R",10
"417","Melaleuca quinquenervia","NSW1079696",813,"3/02/2026","24/02/2026","N","Y","N","Mix",95,"HR",0
"418","Melaleuca quinquenervia","NSW1079696",815,"3/02/2026","24/02/2026","Y","Y","N","UR",31,"HR",0
"419","Melaleuca quinquenervia","NSW1079697",819,"3/02/2026","24/02/2026","N","Y","Y","R",73,"HR",0
"420","Melaleuca quinquenervia","NSW1079697",822,"3/02/2026","24/02/2026","N","N","N","Mix",18,"MS",13.5
"421","Melaleuca quinquenervia","NSW1079697",824,"3/02/2026","24/02/2026","N","Y","N","Mix",72,"R",18
"422","Melaleuca quinquenervia","NSW1079697",825,"3/02/2026","24/02/2026","N","N","N","Mix",64,"MS",48
"423","Melaleuca quinquenervia","NSW1079697",826,"3/02/2026","24/02/2026","N","Y","Y","Mix",64,"R",16
"424","Melaleuca quinquenervia","NSW1079701",829,"3/02/2026","24/02/2026","Y","N","N","UR",4,"R",1
"425","Melaleuca quinquenervia","NSW1079701",830,"3/02/2026","24/02/2026","Y","Y","N","N",45,"HR",0
"426","Melaleuca quinquenervia","NSW1079701",831,"3/02/2026","24/02/2026","N","Y","N","R",5,"HR",0
"427","Melaleuca quinquenervia","NSW1079701",832,"3/02/2026","24/02/2026","Y","Y","Y","R",6,"HR",0
"428","Melaleuca quinquenervia","NSW1079701",833,"3/02/2026","24/02/2026","Y","N","N","UR",6,"MS",4.5
"429","Melaleuca quinquenervia","NSW1079701",834,"3/02/2026","24/02/2026","N","Y","N","R",87,"R",21.75
"430","Melaleuca quinquenervia","NSW1079701",835,"3/02/2026","24/02/2026","Y","Y","N","R",18,"MS",13.5
"431","Melaleuca quinquenervia","NSW1079701",837,"3/02/2026","24/02/2026","N","Y","Y","UR",53,"MS",39.75
"432","Melaleuca quinquenervia","NSW1079701",838,"3/02/2026","24/02/2026","Y","N","Y","UR",25,"R",6.25
"433","Melaleuca quinquenervia","NSW1079701",840,"3/02/2026","24/02/2026","N","N","N","Mix",15,"MS",11.25
"434","Melaleuca quinquenervia","NSW1075707",844,"3/02/2026","24/02/2026","N","Y","N","R",24,"HR",0
"435","Melaleuca quinquenervia","NSW1075707",846,"3/02/2026","24/02/2026","Y","N","Y","R",97,"MS",72.75
"436","Melaleuca quinquenervia","NSW1079702",847,"3/02/2026","24/02/2026","N","N","N","UR",27,"R",6.75
"437","Melaleuca quinquenervia","NSW1075707",848,"3/02/2026","24/02/2026","Y","Y","N","R",91,"MS",68.25
"438","Melaleuca quinquenervia","NSW1079702",849,"3/02/2026","24/02/2026","N","Y","N","R",69,"S",60.375
"439","Melaleuca quinquenervia","NSW1079702",853,"3/02/2026","24/02/2026","N","Y","Y","Mix",82,"R",20.5
"440","Melaleuca quinquenervia","NSW1075707",856,"3/02/2026","24/02/2026","N","Y","Y","Mix",33,"R",8.25
"441","Melaleuca quinquenervia","NSW1079702",861,"3/02/2026","24/02/2026","N","Y","Y","Mix",66,"R",16.5
"442","Melaleuca quinquenervia","NSW1079703",865,"3/02/2026","24/02/2026","Y","Y","Y","R",51,"HR",0
"443","Melaleuca quinquenervia","NSW1079703",866,"3/02/2026","24/02/2026","N","N","Y","Mix",18,"HR",0
"444","Melaleuca quinquenervia","NSW1079703",867,"3/02/2026","24/02/2026","Y","Y","Y","UR",57,"HR",0
"445","Melaleuca quinquenervia","NSW1079703",868,"3/02/2026","24/02/2026","N","N","N","Mix",14,"MS",10.5
"446","Melaleuca quinquenervia","NSW1079703",869,"3/02/2026","24/02/2026","Y","N","Y","N",38,"R",9.5
"447","Melaleuca quinquenervia","NSW1079703",872,"3/02/2026","24/02/2026","Y","Y","N","Mix",17,"MS",12.75
"448","Melaleuca quinquenervia","NSW1079703",874,"3/02/2026","24/02/2026","Y","Y","Y","R",66,"HR",0
"449","Melaleuca quinquenervia","NSW1079705",879,"3/02/2026","24/02/2026","N","N","Y","N",49,"MS",36.75
"450","Melaleuca quinquenervia","NSW1079705",881,"3/02/2026","24/02/2026","Y","N","N","N",30,"R",7.5
"451","Melaleuca quinquenervia","NSW1079705",882,"3/02/2026","24/02/2026","Y","Y","N","UR",21,"MS",15.75
"452","Melaleuca quinquenervia","NSW1079705",884,"3/02/2026","24/02/2026","N","Y","N","UR",44,"S",38.5
"453","Melaleuca quinquenervia","NSW1079705",885,"3/02/2026","24/02/2026","Y","N","N","R",2,"R",0.5
"454","Melaleuca quinquenervia","NSW1079705",886,"3/02/2026","24/02/2026","N","N","Y","UR",37,"R",9.25
"455","Melaleuca quinquenervia","NSW1079705",888,"3/02/2026","24/02/2026","N","Y","N","N",65,"R",16.25
"456","Melaleuca quinquenervia","NSW1079706",893,"3/02/2026","24/02/2026","N","Y","Y","Mix",66,"HR",0
"457","Melaleuca quinquenervia","NSW1079706",895,"3/02/2026","24/02/2026","Y","Y","Y","UR",77,"HR",0
"458","Melaleuca quinquenervia","NSW1079706",901,"3/02/2026","24/02/2026","N","Y","N","N",64,"HR",0
"459","Melaleuca quinquenervia","NSW1079706",905,"3/02/2026","24/02/2026","N","N","Y","UR",24,"MS",18
"460","Melaleuca quinquenervia","NSW1079706",907,"3/02/2026","24/02/2026","N","Y","N","N",54,"R",13.5
"461","Melaleuca quinquenervia","NSW1079707",914,"3/02/2026","24/02/2026","N","N","Y","Mix",47,"MS",35.25
"462","Melaleuca quinquenervia","NSW1079707",917,"3/02/2026","24/02/2026","Y","Y","Y","UR",19,"MS",14.25
"463","Melaleuca quinquenervia","NSW1079707",924,"3/02/2026","24/02/2026","N","N","N","UR",11,"R",2.75
"464","Melaleuca quinquenervia","NSW1079708",927,"3/02/2026","24/02/2026","N","N","Y","R",84,"MS",63
"465","Melaleuca quinquenervia","NSW1079708",929,"3/02/2026","24/02/2026","Y","N","N","R",59,"HR",0
"466","Melaleuca quinquenervia","NSW1079708",932,"3/02/2026","24/02/2026","N","Y","Y","R",89,"MS",66.75
"467","Melaleuca quinquenervia","NSW1079708",934,"3/02/2026","24/02/2026","Y","Y","N","R",58,"R",14.5
"468","Melaleuca quinquenervia","NSW1079709",937,"3/02/2026","24/02/2026","N","Y","Y","R",0,"MS",0
"469","Melaleuca quinquenervia","NSW1079709",948,"3/02/2026","24/02/2026","N","N","N","UR",14,"S",12.25
"470","Melaleuca quinquenervia","NSW1079710",953,"3/02/2026","24/02/2026","Y","N","N","Mix",88,"R",22
"471","Melaleuca quinquenervia","NSW1079710",954,"3/02/2026","24/02/2026","N","N","N","N",57,"R",14.25
